year,month,state,rto,vehicle_category,fuel,value,unit,note
2025,May,West Bengal,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),9,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,7,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,14,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),79,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,540,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,291,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,116,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),10,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,28,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,34,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),1880,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,THREE WHEELER(T),PURE EV,601,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),224,value in Absolute Number,
2025,May,West Bengal,All Vahan Running Office,TWO WHEELER(NT),PURE EV,2213,value in Absolute Number,
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,12,value in Absolute Number,
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,3,value in Absolute Number,
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,6,value in Absolute Number,
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Andaman and Nicobar Islands,All Vahan Running Office,TWO WHEELER(NT),PURE EV,2,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),STRONG HYBRID EV,1,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),5,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,8,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,11,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),80,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,417,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,322,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,177,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,38,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),256,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,THREE WHEELER(T),PURE EV,205,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),492,value in Absolute Number,
2025,April,Andhra Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,3509,value in Absolute Number,
2025,April,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2025,April,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,115,value in Absolute Number,
2025,April,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,3,value in Absolute Number,
2025,April,Arunachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,10,value in Absolute Number,
2025,April,Arunachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,2,value in Absolute Number,
2025,April,Arunachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),3,value in Absolute Number,
2025,April,Arunachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,5,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,2,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,3,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),16,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,530,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,16,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,41,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,9,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3674,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,THREE WHEELER(T),PURE EV,1811,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),37,value in Absolute Number,
2025,April,Assam,All Vahan Running Office,TWO WHEELER(NT),PURE EV,243,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),30,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,7,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),29,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,459,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,50,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,37,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,2,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,1,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3976,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,THREE WHEELER(T),PURE EV,1808,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),244,value in Absolute Number,
2025,April,Bihar,All Vahan Running Office,TWO WHEELER(NT),PURE EV,1660,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),STRONG HYBRID EV,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,11,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),9,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,133,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,64,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,113,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),105,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,THREE WHEELER(T),PURE EV,22,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),13,value in Absolute Number,
2025,April,Chandigarh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,116,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,2,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),49,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,739,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,90,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,65,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,5,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),680,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,THREE WHEELER(T),PURE EV,274,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),172,value in Absolute Number,
2025,April,Chhattisgarh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,2011,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,18,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,38,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,8,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,21,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,7,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),3,value in Absolute Number,
2025,April,Dadra and Nagar Haveli and Daman and Diu,All Vahan Running Office,TWO WHEELER(NT),PURE EV,13,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,2,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,HEAVY PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,228,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),27,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,22,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),66,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1387,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,PLUG-IN HYBRID EV,1,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,650,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,701,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3152,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,THREE WHEELER(T),PURE EV,2225,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),476,value in Absolute Number,
2025,April,Delhi,All Vahan Running Office,TWO WHEELER(NT),PURE EV,1838,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,5,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),49,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,141,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,73,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,40,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,33,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,4,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,MEDIUM PASSENGER VEHICLE,PURE EV,2,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),3,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),160,value in Absolute Number,
2025,April,Goa,All Vahan Running Office,TWO WHEELER(NT),PURE EV,317,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,2,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PURE EV,1,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),6,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,25,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,70,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),185,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1018,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,691,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,665,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,27,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,2,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,3,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),202,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,THREE WHEELER(T),PURE EV,44,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),275,value in Absolute Number,
2025,April,Gujarat,All Vahan Running Office,TWO WHEELER(NT),PURE EV,3912,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,HEAVY GOODS VEHICLE,PURE EV,1,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),6,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,11,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,23,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),86,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1321,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PLUG-IN HYBRID EV,2,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,463,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,826,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,1,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),26,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,125,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,12,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,91,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),972,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,THREE WHEELER(T),PURE EV,353,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),83,value in Absolute Number,
2025,April,Haryana,All Vahan Running Office,TWO WHEELER(NT),PURE EV,1505,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,HEAVY PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,4,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),14,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,329,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,34,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,39,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,83,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),18,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),10,value in Absolute Number,
2025,April,Himachal Pradesh,All Vahan Running Office,TWO WHEELER(NT),PURE EV,50,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,2,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),15,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,224,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,30,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,19,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,205,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,1,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,1,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),448,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,THREE WHEELER(T),PURE EV,183,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),26,value in Absolute Number,
2025,April,Jammu and Kashmir,All Vahan Running Office,TWO WHEELER(NT),PURE EV,174,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),3,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),16,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,586,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,36,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,49,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),2,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,1,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,4,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),855,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,THREE WHEELER(T),PURE EV,323,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),118,value in Absolute Number,
2025,April,Jharkhand,All Vahan Running Office,TWO WHEELER(NT),PURE EV,624,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,FOUR WHEELER (INVALID CARRIAGE),PETROL/HYBRID,1,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,HEAVY GOODS VEHICLE,ELECTRIC(BOV),10,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,HEAVY PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,HEAVY PASSENGER VEHICLE,PURE EV,6,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),32,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,13,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,47,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),267,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,PETROL/HYBRID,1524,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,PURE EV,1026,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT MOTOR VEHICLE,STRONG HYBRID EV,706,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,DIESEL/HYBRID,2,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,ELECTRIC(BOV),42,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PETROL/HYBRID,57,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,PURE EV,87,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,LIGHT PASSENGER VEHICLE,STRONG HYBRID EV,23,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,MEDIUM PASSENGER VEHICLE,PURE EV,2,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,THREE WHEELER(NT),ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,THREE WHEELER(NT),PURE EV,2,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,THREE WHEELER(T),ELECTRIC(BOV),310,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,THREE WHEELER(T),PURE EV,408,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,TWO WHEELER (INVALID CARRIAGE),PURE EV,3,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,TWO WHEELER(NT),ELECTRIC(BOV),2673,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,TWO WHEELER(NT),PURE EV,9087,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,TWO WHEELER(T),ELECTRIC(BOV),75,value in Absolute Number,
2025,April,Karnataka,All Vahan Running Office,TWO WHEELER(T),PURE EV,10,value in Absolute Number,
2025,April,Kerala,All Vahan Running Office,HEAVY PASSENGER VEHICLE,ELECTRIC(BOV),1,value in Absolute Number,
2025,April,Kerala,All Vahan Running Office,LIGHT GOODS VEHICLE,ELECTRIC(BOV),12,value in Absolute Number,
2025,April,Kerala,All Vahan Running Office,LIGHT GOODS VEHICLE,PURE EV,18,value in Absolute Number,
2025,April,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,DIESEL/HYBRID,13,value in Absolute Number,
2025,April,Kerala,All Vahan Running Office,LIGHT MOTOR VEHICLE,ELECTRIC(BOV),538,value in Absolute Number,
